threshold,totalFee,estimateFeeDirectLiquid,maximumLotsInWindow,totalLiquidOrder,totalLiquidProfit,oldCost,newCost,revenue
0,2865.7778600000793,2865.7778600000793,73.39999999999999,4358,6.228688675946614e-10,2865.7778600000793,2865.7778599994563,6.230038707144558e-10
1,2118.8156759999997,2865.7778600000793,73.39999999999999,428,5650.4960000006395,2865.7778600000793,-3531.6803240006398,6397.4581840007195
2,2024.6365399999943,2865.7778600000793,73.39999999999999,247,10174.264100000932,2865.7778600000793,-8149.627560000938,11015.405420001018
3,1735.3051400000038,2865.7778600000793,73.39999999999999,150,3853.5849000005983,2865.7778600000793,-2118.2797600005943,4984.0576200006735
4,1599.2510560000017,2865.7778600000793,73.39999999999999,107,2391.3641000006464,2865.7778600000793,-792.1130440006448,3657.890904000724
5,1469.2350600000007,2865.7778600000793,73.39999999999999,84,-6518.552799995174,2865.7778600000793,7987.787859995175,-5122.009999995095
6,1459.2625119999998,2865.7778600000793,73.39999999999999,72,-2199.614899998065,2865.7778600000793,3658.877411998065,-793.0995519979856
7,1411.134084,2865.7778600000793,73.39999999999999,62,6618.984600000316,2865.7778600000793,-5207.850516000316,8073.628376000395
8,1419.7406199999996,2865.7778600000793,73.39999999999999,56,30891.69999999844,2865.7778600000793,-29471.95937999844,32337.737239998518
9,1313.971972,2865.7778600000793,73.39999999999999,46,13374.149600005476,2865.7778600000793,-12060.177628005476,14925.955488005555
10,1256.6533160000001,2865.7778600000793,73.39999999999999,40,16036.483300007647,2865.7778600000793,-14779.829984007647,17645.607844007725
11,1207.1217920000004,2865.7778600000793,73.39999999999999,35,7598.013099998003,2865.7778600000793,-6390.891307998003,9256.669167998083
12,1199.554116,2865.7778600000793,73.39999999999999,32,17468.05950000044,2865.7778600000793,-16268.50538400044,19134.28324400052
13,1151.569452,2865.7778600000793,73.39999999999999,28,20680.24950000015,2865.7778600000793,-19528.68004800015,22394.45790800023
14,1209.278252,2865.7778600000793,73.39999999999999,27,39385.0288999991,2865.7778600000793,-38175.7506479991,41041.52850799918
15,1207.936116,2865.7778600000793,73.39999999999999,27,27172.206299997168,2865.7778600000793,-25964.270183997167,28830.048043997245
16,1124.425996,2865.7778600000793,73.39999999999999,23,39549.85849999776,2865.7778600000793,-38425.43250399776,41291.210363997845
17,1151.294116,2865.7778600000793,73.39999999999999,23,48464.11740000034,2865.7778600000793,-47312.82328400034,50178.60114400042
18,927.1391160000001,2865.7778600000793,73.39999999999999,17,-13287.407800001092,2865.7778600000793,14214.546916001093,-11348.769056001012
19,874.5153959999999,2865.7778600000793,73.39999999999999,15,-2615.181000002194,2865.7778600000793,3489.696396002194,-623.9185360021147
20,889.653796,2865.7778600000793,73.39999999999999,15,9217.084799996112,2865.7778600000793,-8327.431003996111,11193.208863996191
