threshold,total commission on LP,total commission on LP (current),max absolute NOP,total Liquid Order,LP Pnl,total commission on LP (current) (A),LP net Pnl (B),revenue (A-B)
0,448.2172800000082,448.2172800000082,4.518100000000004,5937,3.4708236285041494e-11,448.2172800000082,448.21727999997347,3.47313289239537e-11
1,128.08824,448.2172800000082,4.518100000000004,48,-228.9021999998804,448.2172800000082,356.99043999988044,91.22684000012777
2,41.53296,448.2172800000082,4.518100000000004,8,-2044.381199999858,448.2172800000082,2085.914159999858,-1637.6968799998497
3,28.640640000000005,448.2172800000082,4.518100000000004,4,-581.1624000002048,448.2172800000082,609.8030400002048,-161.58576000019656
4,17.155320000000003,448.2172800000082,4.518100000000004,2,-62.7015000001993,448.2172800000082,79.8568200001993,368.3604599998089
5,0,448.2172800000082,4.518100000000004,0,0,448.2172800000082,0,448.2172800000082
6,0,448.2172800000082,4.518100000000004,0,0,448.2172800000082,0,448.2172800000082
7,0,448.2172800000082,4.518100000000004,0,0,448.2172800000082,0,448.2172800000082
8,0,448.2172800000082,4.518100000000004,0,0,448.2172800000082,0,448.2172800000082
9,0,448.2172800000082,4.518100000000004,0,0,448.2172800000082,0,448.2172800000082
10,0,448.2172800000082,4.518100000000004,0,0,448.2172800000082,0,448.2172800000082
11,0,448.2172800000082,4.518100000000004,0,0,448.2172800000082,0,448.2172800000082
12,0,448.2172800000082,4.518100000000004,0,0,448.2172800000082,0,448.2172800000082
13,0,448.2172800000082,4.518100000000004,0,0,448.2172800000082,0,448.2172800000082
14,0,448.2172800000082,4.518100000000004,0,0,448.2172800000082,0,448.2172800000082
15,0,448.2172800000082,4.518100000000004,0,0,448.2172800000082,0,448.2172800000082
16,0,448.2172800000082,4.518100000000004,0,0,448.2172800000082,0,448.2172800000082
17,0,448.2172800000082,4.518100000000004,0,0,448.2172800000082,0,448.2172800000082
18,0,448.2172800000082,4.518100000000004,0,0,448.2172800000082,0,448.2172800000082
19,0,448.2172800000082,4.518100000000004,0,0,448.2172800000082,0,448.2172800000082
20,0,448.2172800000082,4.518100000000004,0,0,448.2172800000082,0,448.2172800000082
