threshold,total commission on LP,total commission on LP (current),max absolute NOP,total Liquid Order,LP Pnl,total commission on LP (current) (A),LP net Pnl (B),revenue (A-B)
0,73467.31079994499,73467.31079994499,401.6293000000018,515721,-8.299233051673893e-10,73467.31079994499,73467.31079994582,-8.294591680169106e-10
1,65005.39239999986,73467.31079994499,401.6293000000018,10085,26828.806099759848,73467.31079994499,38176.586300240015,35290.72449970497
2,61040.30759999991,73467.31079994499,401.6293000000018,5630,39309.30495045612,73467.31079994499,21731.002649543792,51736.30815040119
3,57919.6556000001,73467.31079994499,401.6293000000018,3909,58500.57313301917,73467.31079994499,-580.9175330190701,74048.22833296406
4,55834.2411999999,73467.31079994499,401.6293000000018,2998,53286.88103947829,73467.31079994499,2547.36016052161,70919.95063942338
5,53331.34640000006,73467.31079994499,401.6293000000018,2341,122307.8359257202,73467.31079994499,-68976.48952572013,142443.8003256651
6,51086.77599999996,73467.31079994499,401.6293000000018,1903,116048.61306326826,73467.31079994499,-64961.8370632683,138429.1478632133
7,49608.837999999974,73467.31079994499,401.6293000000018,1636,129673.49550718327,73467.31079994499,-80064.65750718329,153531.9683071283
8,48269.813600000016,73467.31079994499,401.6293000000018,1416,131351.32164433796,73467.31079994499,-83081.50804433794,156548.81884428294
9,47388.55159999999,73467.31079994499,401.6293000000018,1273,95881.34226977453,73467.31079994499,-48492.790669774535,121960.10146971952
10,46369.309199999996,73467.31079994499,401.6293000000018,1135,192114.026179186,73467.31079994499,-145744.71697918602,219212.02777913102
11,44443.666,73467.31079994499,401.6293000000018,988,128318.26594150203,73467.31079994499,-83874.59994150203,157341.910741447
12,43964.2232,73467.31079994499,401.6293000000018,912,63172.6163591875,73467.31079994499,-19208.3931591875,92675.70395913249
13,42980.02400000003,73467.31079994499,401.6293000000018,830,131141.6017953536,73467.31079994499,-88161.57779535357,161628.88859529857
14,42045.12960000001,73467.31079994499,401.6293000000018,758,118060.1819955572,73467.31079994499,-76015.0523955572,149482.3631955022
15,40588.45760000001,73467.31079994499,401.6293000000018,680,179310.6352541413,73467.31079994499,-138722.17765414127,212189.48845408624
16,39677.72319999997,73467.31079994499,401.6293000000018,625,246789.2224561689,73467.31079994499,-207111.49925616893,280578.8100561139
17,39214.8428,73467.31079994499,401.6293000000018,593,206680.4267718063,73467.31079994499,-167465.58397180628,240932.89477175125
18,38934.39999999998,73467.31079994499,401.6293000000018,569,193055.90303729326,73467.31079994499,-154121.50303729327,227588.81383723824
19,37883.42999999997,73467.31079994499,401.6293000000018,526,182519.7865728009,73467.31079994499,-144636.35657280093,218103.66737274593
20,36395.738800000014,73467.31079994499,401.6293000000018,472,177038.09767091752,73467.31079994499,-140642.3588709175,214109.6696708625
