threshold,total commission on LP,total commission on LP (current),max absolute NOP,total Liquid Order,LP Pnl,total commission on LP (current) (A),LP net Pnl (B),revenue (A-B)
0,52325.20497598461,52325.20497598461,183.89010000000093,123407,-6.88637037028518e-11,52325.20497598461,52325.20497598468,-6.548361852765083e-11
1,41392.211856000366,52325.20497598461,183.89010000000093,5368,79005.70818791997,52325.20497598461,-37613.4963319196,89938.70130790421
2,38365.91768000008,52325.20497598461,183.89010000000093,3203,122768.17161075423,52325.20497598461,-84402.25393075414,136727.45890673876
3,36345.415244000134,52325.20497598461,183.89010000000093,2226,124631.08557049464,52325.20497598461,-88285.67032649451,140610.87530247914
4,34633.79204800009,52325.20497598461,183.89010000000093,1769,132384.29328864394,52325.20497598461,-97750.50124064385,150075.70621662846
5,32933.69689600008,52325.20497598461,183.89010000000093,1416,106550.66483223643,52325.20497598461,-73616.96793623635,125942.17291222097
6,31340.98888000004,52325.20497598461,183.89010000000093,1158,138804.519530184,52325.20497598461,-107463.53065018397,159788.73562616858
7,30428.099926000024,52325.20497598461,183.89010000000093,1015,109511.13154359476,52325.20497598461,-79083.03161759474,131408.23659357935
8,29899.054756000078,52325.20497598461,183.89010000000093,920,124178.337919489,52325.20497598461,-94279.28316348893,146604.48813947354
9,28844.023592000056,52325.20497598461,183.89010000000093,822,127015.33637571166,52325.20497598461,-98171.3127837116,150496.51775969623
10,28187.690639999983,52325.20497598461,183.89010000000093,715,95593.28543619128,52325.20497598461,-67405.59479619129,119730.7997721759
11,27415.239048,52325.20497598461,183.89010000000093,643,99113.64805363407,52325.20497598461,-71698.40900563406,124023.61398161868
12,26196.306256,52325.20497598461,183.89010000000093,580,125110.52724839984,52325.20497598461,-98914.22099239985,151239.42596838446
13,25108.927176000005,52325.20497598461,183.89010000000093,515,48315.12053688981,52325.20497598461,-23206.193360889803,75531.39833687441
14,24029.65399799997,52325.20497598461,183.89010000000093,466,54354.88389251003,52325.20497598461,-30325.22989451006,82650.43487049468
15,23842.317059999998,52325.20497598461,183.89010000000093,433,16306.049798641847,52325.20497598461,7536.267261358151,44788.93771462646
16,22869.185402000003,52325.20497598461,183.89010000000093,388,32423.748456326703,52325.20497598461,-9554.5630543267,61879.768030311316
17,22519.760141999985,52325.20497598461,183.89010000000093,370,82713.60140941359,52325.20497598461,-60193.841267413605,112519.04624339822
18,21062.408472000003,52325.20497598461,183.89010000000093,332,33034.87342279829,52325.20497598461,-11972.46495079829,64297.6699267829
19,21022.041014000006,52325.20497598461,183.89010000000093,322,43338.92550333393,52325.20497598461,-22316.884489333923,74642.08946531854
20,21149.575430000015,52325.20497598461,183.89010000000093,303,69400.73060408414,52325.20497598461,-48251.155174084124,100576.36015006874
