threshold,total commission on LP,total commission on LP (current),max absolute NOP,total Liquid Order,LP Pnl,total commission on LP (current) (A),LP net Pnl (B),revenue (A-B)
0,140968.92583318483,140968.92583318483,423.99810000000315,1643182,7.328450735144543e-9,140968.92583318483,140968.9258331775,7.334165275096893e-9
1,122431.03961800139,140968.92583318483,423.99810000000315,23777,59415.78139998659,140968.92583318483,63015.2582180148,77953.66761517002
2,113401.2441139992,140968.92583318483,423.99810000000315,13127,105746.58820003696,140968.92583318483,7654.65591396224,133314.26991922257
3,106545.99239400047,140968.92583318483,423.99810000000315,8940,112435.6533999879,140968.92583318483,-5889.6610059874365,146858.58683917226
4,100791.66506599938,140968.92583318483,423.99810000000315,6673,113012.2441000478,140968.92583318483,-12220.579034048424,153189.50486723325
5,95637.71195000003,140968.92583318483,423.99810000000315,5283,138480.11689998594,140968.92583318483,-42842.40494998591,183811.33078317074
6,91649.86165799934,140968.92583318483,423.99810000000315,4323,169002.28940002318,140968.92583318483,-77352.42774202384,218321.35357520866
7,87952.7184300001,140968.92583318483,423.99810000000315,3664,160454.25490023952,140968.92583318483,-72501.53647023943,213470.46230342425
8,85357.94434600005,140968.92583318483,423.99810000000315,3180,185569.8408001836,140968.92583318483,-100211.89645418354,241180.82228736836
9,82560.09319800003,140968.92583318483,423.99810000000315,2808,186161.0248001397,140968.92583318483,-103600.93160213968,244569.85743532452
10,78417.25363000002,140968.92583318483,423.99810000000315,2413,260359.28900013817,140968.92583318483,-181942.03537013815,322910.961203323
11,76140.97827399992,140968.92583318483,423.99810000000315,2160,189189.91550021386,140968.92583318483,-113048.93722621394,254017.86305939878
12,73789.23037399983,140968.92583318483,423.99810000000315,1932,204310.05530018592,140968.92583318483,-130520.82492618609,271489.7507593709
13,71567.37909000013,140968.92583318483,423.99810000000315,1740,346038.25520008756,140968.92583318483,-274470.87611008744,415439.80194327224
14,70616.98170199996,140968.92583318483,423.99810000000315,1616,231681.0655000375,140968.92583318483,-161064.08379803755,302033.00963122235
15,67893.28686999992,140968.92583318483,423.99810000000315,1472,273085.99180035153,140968.92583318483,-205192.7049303516,346161.63076353644
16,65878.75902199993,140968.92583318483,423.99810000000315,1336,225496.4370004302,140968.92583318483,-159617.67797843026,300586.6038116151
17,65510.23093000006,140968.92583318483,423.99810000000315,1269,174581.60090016178,140968.92583318483,-109071.36997016172,250040.29580334655
18,62294.37807799999,140968.92583318483,423.99810000000315,1148,130478.78209997388,140968.92583318483,-68184.4040219739,209153.32985515872
19,60693.732562000034,140968.92583318483,423.99810000000315,1072,216226.69579963246,140968.92583318483,-155532.96323763242,296501.88907081727
20,60160.17101799987,140968.92583318483,423.99810000000315,1004,261903.1844002884,140968.92583318483,-201743.0133822885,342711.93921547337
