threshold,total commission on LP,total commission on LP (current),max absolute NOP,total Liquid Order,LP Pnl,total commission on LP (current) (A),LP net Pnl (B),revenue (A-B)
0,198950.99834392703,198950.99834392703,859.4465999999978,162947,-1.7793009732258724e-8,198950.99834392703,198950.9983439448,-1.7782440409064293e-8
1,186768.67557599893,198950.99834392703,859.4465999999978,9270,45009.63249997998,198950.99834392703,141759.04307601895,57191.95526790808
2,179803.615655998,198950.99834392703,859.4465999999978,5690,79672.19929998345,198950.99834392703,100131.41635601455,98819.58198791248
3,175866.5558159981,198950.99834392703,859.4465999999978,4262,93178.16099999612,198950.99834392703,82688.39481600196,116262.60352792506
4,172730.4413519983,198950.99834392703,859.4465999999978,3506,110405.49189996114,198950.99834392703,62324.949452037166,136626.04889188986
5,168636.75653999837,198950.99834392703,859.4465999999978,2896,97749.8986999758,198950.99834392703,70886.85784002257,128064.14050390446
6,166484.45545199938,198950.99834392703,859.4465999999978,2505,100635.44039996876,198950.99834392703,65849.01505203062,133101.9832918964
7,163640.7951359994,198950.99834392703,859.4465999999978,2214,136550.35839991947,198950.99834392703,27090.436736079922,171860.5616078471
8,161118.74024399923,198950.99834392703,859.4465999999978,1993,129042.82689991686,198950.99834392703,32075.913344082364,166875.08499984466
9,158490.09682799972,198950.99834392703,859.4465999999978,1783,139428.6168999467,198950.99834392703,19061.479928053013,179889.51841587402
10,156381.15427200004,198950.99834392703,859.4465999999978,1620,126729.34250002773,198950.99834392703,29651.81177197231,169299.18657195472
11,154850.01109200012,198950.99834392703,859.4465999999978,1496,99034.9203000213,198950.99834392703,55815.090791978815,143135.9075519482
12,153438.24896400032,198950.99834392703,859.4465999999978,1389,134283.03249994665,198950.99834392703,19155.216464053665,179795.78187987336
13,151764.64102800004,198950.99834392703,859.4465999999978,1292,95856.99909996754,198950.99834392703,55907.641928032506,143043.35641589452
14,148176.67149600002,198950.99834392703,859.4465999999978,1173,72886.10069990717,198950.99834392703,75290.57079609286,123660.42754783417
15,145363.85883600003,198950.99834392703,859.4465999999978,1097,106119.57469996717,198950.99834392703,39244.28413603286,159706.71420789417
16,145656.227724,198950.99834392703,859.4465999999978,1035,41039.5064000031,198950.99834392703,104616.7213239969,94334.27701993013
17,142296.13759200007,198950.99834392703,859.4465999999978,961,-45536.04930006154,198950.99834392703,187832.1868920616,11118.811451865418
18,141979.59720000005,198950.99834392703,859.4465999999978,911,69938.24680009857,198950.99834392703,72041.35039990148,126909.64794402555
19,138409.01835600007,198950.99834392703,859.4465999999978,845,5641.29599999357,198950.99834392703,132767.7223560065,66183.27598792053
20,137395.90258800006,198950.99834392703,859.4465999999978,805,-203133.03379993793,198950.99834392703,340528.936387938,-141577.93804401095
