threshold,total commission on LP,total commission on LP (current),max absolute NOP,total Liquid Order,LP Pnl,total commission on LP (current) (A),LP net Pnl (B),revenue (A-B)
0,1625256.4355145423,1625256.4355145423,1216.148800000004,987570,7.667727075499897e-8,1625256.4355145423,1625256.4355144657,7.660128176212311e-8
1,1484999.4972121601,1625256.4355145423,1216.148800000004,57573,436945.3185000643,1625256.4355145423,1048054.1787120958,577202.2568024464
2,1426170.621707971,1625256.4355145423,1216.148800000004,34242,592632.9405000781,1625256.4355145423,833537.6812078928,791718.7543066494
3,1385977.8887640114,1625256.4355145423,1216.148800000004,25065,748051.7124000342,1625256.4355145423,637926.1763639773,987330.259150565
4,1356393.5342999878,1625256.4355145423,1216.148800000004,20193,789426.6342000107,1625256.4355145423,566966.9000999772,1058289.5354145651
5,1326917.4112319981,1625256.4355145423,1216.148800000004,16540,837460.3539000683,1625256.4355145423,489457.0573319298,1135799.3781826124
6,1302118.986335999,1625256.4355145423,1216.148800000004,14136,927275.2300999325,1625256.4355145423,374843.7562360666,1250412.6792784757
7,1280860.3514280044,1625256.4355145423,1216.148800000004,12471,896452.3485999517,1625256.4355145423,384408.00282805273,1240848.4326864895
8,1265169.3238799945,1625256.4355145423,1216.148800000004,11283,1133293.6332997996,1625256.4355145423,131875.69058019482,1493380.7449343475
9,1252324.786104001,1625256.4355145423,1216.148800000004,10310,1086160.2965999735,1625256.4355145423,166164.48950402765,1459091.9460105146
10,1219932.9827159948,1625256.4355145423,1216.148800000004,8985,1258594.5546000793,1625256.4355145423,-38661.57188408449,1663918.0073986268
11,1201388.4429119998,1625256.4355145423,1216.148800000004,8189,1494933.2881999132,1625256.4355145423,-293544.84528791346,1918801.2808024557
12,1187150.9966399956,1625256.4355145423,1216.148800000004,7593,1336237.576999811,1625256.4355145423,-149086.5803598154,1774343.0158743577
13,1177360.980095994,1625256.4355145423,1216.148800000004,7128,1232661.7697998541,1625256.4355145423,-55300.78970386018,1680557.2252184025
14,1166435.8948200003,1625256.4355145423,1216.148800000004,6704,1162197.353399843,1625256.4355145423,4238.5414201573,1621017.894094385
15,1153185.274247998,1625256.4355145423,1216.148800000004,6282,1405249.6080000228,1625256.4355145423,-252064.33375202492,1877320.7692665672
16,1141117.2304560002,1625256.4355145423,1216.148800000004,5915,1342535.2506001755,1625256.4355145423,-201418.02014417527,1826674.4556587175
17,1132031.155163997,1625256.4355145423,1216.148800000004,5635,1239130.1634999695,1625256.4355145423,-107099.00833597244,1732355.4438505147
18,1124627.2308599981,1625256.4355145423,1216.148800000004,5392,1541812.986099884,1625256.4355145423,-417185.75523988577,2042442.190754428
19,1110314.3906400008,1625256.4355145423,1216.148800000004,5094,1617551.4446998234,1625256.4355145423,-507237.0540598226,2132493.489574365
20,1081498.8285360017,1625256.4355145423,1216.148800000004,4606,1757566.692399954,1625256.4355145423,-676067.8638639522,2301324.2993784947
